N,P,K,temperature,humidity,ph,rainfall,label
40.06,55.68,36.42,15.92,68.55,6.92,66.51,green_pea_late_season_30
35.53,54.03,41.78,18.01,66.76,6.58,71.68,green_pea_late_season_30
36.03,57.24,38.74,16.86,64.8,6.93,68.46,green_pea_late_season_30
39.14,55.43,37.17,16.76,67.57,6.61,71.49,green_pea_late_season_30
40.8,51.41,39.58,16.3,70.34,7.04,72.43,green_pea_late_season_30
39.09,54.62,39.72,16.95,67.76,7.0,70.24,green_pea_late_season_30
38.53,53.56,40.92,16.55,70.56,6.41,70.09,green_pea_late_season_30
35.28,48.56,38.42,17.62,70.66,7.01,65.91,green_pea_late_season_30
33.83,59.0,36.42,16.09,67.14,6.32,65.04,green_pea_late_season_30
37.04,50.43,38.54,17.6,66.28,6.61,65.09,green_pea_late_season_30
38.15,52.96,39.03,18.25,66.35,7.05,69.44,green_pea_late_season_30
37.76,51.99,41.27,17.43,66.96,6.73,75.62,green_pea_late_season_30
42.04,53.56,36.12,15.95,65.25,7.15,67.67,green_pea_late_season_30
34.94,53.76,38.34,17.59,68.34,6.98,72.07,green_pea_late_season_30
37.28,54.79,39.64,16.54,69.14,6.75,70.69,green_pea_late_season_30
41.02,51.98,42.09,16.52,63.48,6.73,69.33,green_pea_late_season_30
67.16,33.81,52.41,27.5,83.35,6.05,185.25,litchi_hybrid_30
66.52,36.72,51.17,27.14,87.12,6.11,185.54,litchi_hybrid_30
66.46,34.27,51.81,28.33,85.61,6.11,195.38,litchi_hybrid_30
70.04,32.66,48.1,28.04,84.39,6.54,190.82,litchi_hybrid_30
70.91,35.49,52.52,27.02,81.15,6.37,197.41,litchi_hybrid_30
66.54,33.47,51.29,27.79,79.85,6.17,184.72,litchi_hybrid_30
66.5,32.51,53.02,27.5,82.75,6.12,191.12,litchi_hybrid_30
66.01,37.92,54.21,26.54,82.77,6.53,189.06,litchi_hybrid_30
71.38,35.26,54.46,28.27,79.65,6.23,186.65,litchi_hybrid_30
70.97,33.98,51.32,28.34,85.21,6.21,179.89,litchi_hybrid_30
73.0,34.01,51.12,27.94,82.99,5.79,186.42,litchi_hybrid_30
65.23,37.17,52.42,27.48,83.99,6.38,185.53,litchi_hybrid_30
65.89,37.3,55.71,27.74,86.74,6.22,199.12,litchi_hybrid_30
73.61,33.59,51.46,26.7,80.61,6.24,193.91,litchi_hybrid_30
72.49,34.99,51.01,27.86,77.37,6.24,192.98,litchi_hybrid_30
64.62,33.9,49.91,25.93,81.08,6.41,188.23,litchi_hybrid_30
64.94,35.86,54.16,26.71,86.81,5.77,182.85,litchi_hybrid_30
68.85,33.92,52.05,24.94,82.55,5.98,191.3,litchi_hybrid_30
72.21,31.2,50.16,27.3,82.06,6.61,200.37,litchi_hybrid_30
64.91,32.75,50.71,27.8,81.25,5.97,183.1,litchi_hybrid_30
68.28,36.33,54.59,28.31,82.51,6.07,193.05,litchi_hybrid_30
71.69,33.29,53.2,26.8,81.12,6.47,186.17,litchi_hybrid_30
67.3,35.89,51.05,27.16,81.31,6.23,189.57,litchi_hybrid_30
67.73,35.17,54.34,26.96,85.12,6.23,188.43,litchi_hybrid_30
72.82,33.3,55.55,28.43,88.95,6.54,193.02,litchi_hybrid_30
18.53,27.12,25.44,31.78,52.5,5.59,95.99,mango_dwarf_30
18.01,23.98,29.43,29.55,51.15,6.05,94.83,mango_dwarf_30
16.4,27.2,28.45,30.14,49.65,6.07,101.96,mango_dwarf_30
19.1,27.6,30.12,29.55,48.19,6.19,95.09,mango_dwarf_30
19.68,26.98,28.26,31.47,50.05,6.21,85.82,mango_dwarf_30
18.86,29.51,25.69,32.34,49.95,6.06,91.65,mango_dwarf_30
18.66,27.56,28.87,31.46,50.81,5.72,90.01,mango_dwarf_30
21.0,27.07,27.4,31.53,48.32,5.94,95.24,mango_dwarf_30
21.2,28.4,30.0,30.44,51.64,5.8,91.95,mango_dwarf_30
20.37,30.44,28.07,31.38,51.96,5.73,95.37,mango_dwarf_30
19.27,26.82,31.41,30.23,48.99,6.24,90.94,mango_dwarf_30
18.91,28.62,27.05,30.4,48.39,5.87,94.22,mango_dwarf_30
17.19,29.8,28.76,30.9,52.53,6.36,91.52,mango_dwarf_30
15.91,26.69,29.29,30.97,50.75,5.89,92.23,mango_dwarf_30
20.82,25.28,27.9,32.59,51.96,5.82,94.34,mango_dwarf_30
18.94,27.7,26.39,31.73,51.15,6.08,95.18,mango_dwarf_30
23.85,29.06,28.09,31.04,50.85,5.95,98.84,mango_dwarf_30
17.89,26.61,25.66,32.52,52.57,6.02,97.73,mango_dwarf_30
19.41,28.68,27.34,33.16,52.27,5.86,97.02,mango_dwarf_30
20.3,25.75,28.12,30.95,51.57,5.86,95.11,mango_dwarf_30
17.79,26.67,29.89,31.29,51.68,5.87,91.67,mango_dwarf_30
18.36,26.9,28.81,29.78,50.32,5.75,95.82,mango_dwarf_30
18.48,26.83,27.79,31.08,51.83,6.16,97.96,mango_dwarf_30
18.16,25.75,27.69,30.3,53.36,6.0,97.96,mango_dwarf_30
19.36,26.54,27.57,29.18,52.55,5.99,93.56,mango_dwarf_30
110.72,20.03,57.3,24.89,87.64,6.11,58.9,watermelon_high_yield_30
117.11,21.61,48.31,24.95,82.24,6.57,59.75,watermelon_high_yield_30
98.93,17.23,54.6,26.22,90.44,6.39,58.4,watermelon_high_yield_30
121.65,18.47,50.95,26.7,89.46,6.07,53.7,watermelon_high_yield_30
119.57,20.59,53.07,25.9,89.75,6.25,57.14,watermelon_high_yield_30
111.07,18.3,51.79,25.93,89.56,6.67,57.96,watermelon_high_yield_30
110.79,19.4,47.25,25.07,87.3,6.27,58.81,watermelon_high_yield_30
124.35,18.54,56.03,25.33,88.25,6.54,58.9,watermelon_high_yield_30
106.82,19.9,49.73,25.21,88.63,6.27,56.41,watermelon_high_yield_30
111.18,17.29,53.03,26.78,83.79,6.46,57.2,watermelon_high_yield_30
122.52,19.63,52.93,26.85,88.13,6.52,57.23,watermelon_high_yield_30
106.61,19.89,51.1,26.16,86.61,6.28,54.31,watermelon_high_yield_30
113.56,20.18,54.92,27.35,92.46,6.39,55.06,watermelon_high_yield_30
111.31,18.37,52.24,26.24,87.1,6.47,57.29,watermelon_high_yield_30
124.26,21.33,51.31,26.69,87.27,6.3,55.38,watermelon_high_yield_30
109.59,16.01,49.34,25.57,84.4,6.37,53.82,watermelon_high_yield_30
105.01,18.16,50.76,25.61,86.58,6.22,53.68,watermelon_high_yield_30
114.01,22.83,54.34,25.62,82.05,6.43,59.21,watermelon_high_yield_30
109.59,19.2,47.9,24.99,92.49,6.63,58.36,watermelon_high_yield_30
116.02,20.85,57.68,25.39,89.14,6.18,57.84,watermelon_high_yield_30
115.09,19.44,52.81,26.0,86.64,6.27,56.66,watermelon_high_yield_30
106.06,21.77,50.91,25.26,88.93,6.0,56.02,watermelon_high_yield_30
123.02,18.87,54.8,26.19,85.08,6.52,52.43,watermelon_high_yield_30
109.21,19.49,52.1,25.15,87.13,6.09,58.96,watermelon_high_yield_30
109.81,20.47,55.59,25.11,84.69,6.51,56.46,watermelon_high_yield_30
90.62,15.0,51.8,29.01,91.38,6.2,20.1,muskmelon_organic_30
83.77,16.86,49.9,29.19,90.86,5.99,21.26,muskmelon_organic_30
95.13,14.03,45.33,26.55,93.9,6.88,20.0,muskmelon_organic_30
88.72,17.57,45.2,28.06,87.29,6.38,20.0,muskmelon_organic_30
87.36,14.55,47.69,28.81,97.63,6.38,20.0,muskmelon_organic_30
83.41,14.99,48.43,28.64,89.52,5.94,20.0,muskmelon_organic_30
88.62,15.72,49.16,28.06,93.82,6.46,22.26,muskmelon_organic_30
90.6,14.14,47.94,28.43,91.39,6.53,20.89,muskmelon_organic_30
78.04,16.24,43.69,29.31,88.6,6.39,21.12,muskmelon_organic_30
87.3,16.05,43.31,28.88,94.18,6.35,20.55,muskmelon_organic_30
87.37,14.73,49.94,29.06,92.84,6.35,22.06,muskmelon_organic_30
89.88,16.08,46.16,28.13,99.75,6.14,21.91,muskmelon_organic_30
80.52,16.13,44.29,27.42,92.45,6.18,21.75,muskmelon_organic_30
91.41,16.51,43.91,28.71,89.65,6.27,20.86,muskmelon_organic_30
91.13,17.31,45.28,29.19,86.3,6.54,23.5,muskmelon_organic_30
91.3,16.28,50.26,27.92,89.35,6.37,20.0,muskmelon_organic_30
84.99,16.38,45.98,28.7,92.09,6.17,20.0,muskmelon_organic_30
92.82,14.0,48.23,28.5,90.36,6.19,20.0,muskmelon_organic_30
84.32,13.36,47.36,27.08,93.48,5.89,23.29,muskmelon_organic_30
78.6,14.83,46.41,28.37,92.38,6.41,20.33,muskmelon_organic_30
89.26,16.15,41.95,28.65,87.97,6.28,20.0,muskmelon_organic_30
87.62,16.28,48.49,28.11,90.27,6.36,22.11,muskmelon_organic_30
93.25,11.87,44.82,29.44,89.01,6.93,23.67,muskmelon_organic_30
83.35,15.85,42.69,27.44,92.33,6.23,23.52,muskmelon_organic_30
86.37,17.35,42.25,30.34,92.57,6.36,24.0,muskmelon_organic_30
18.48,129.8,187.85,23.31,87.23,6.23,77.92,apple_drought_hardy_30
18.72,117.57,193.06,24.22,84.27,6.05,77.61,apple_drought_hardy_30
17.91,121.29,202.0,24.5,86.48,6.15,81.64,apple_drought_hardy_30
17.81,123.09,183.56,24.96,87.49,6.05,85.4,apple_drought_hardy_30
16.84,112.08,175.65,23.58,88.52,5.87,81.22,apple_drought_hardy_30
19.34,122.69,178.19,22.78,85.17,6.59,87.42,apple_drought_hardy_30
15.61,124.81,188.08,23.63,85.56,6.1,83.19,apple_drought_hardy_30
16.34,125.29,200.68,23.98,87.09,5.76,81.33,apple_drought_hardy_30
21.1,118.45,185.95,23.35,84.67,6.06,86.74,apple_drought_hardy_30
18.13,124.91,205.0,23.95,82.99,6.0,86.17,apple_drought_hardy_30
18.51,122.25,176.91,25.23,87.5,6.05,77.43,apple_drought_hardy_30
16.48,119.73,172.4,23.38,85.9,5.75,81.76,apple_drought_hardy_30
19.03,124.79,191.13,23.19,87.97,6.08,83.57,apple_drought_hardy_30
20.36,129.73,183.56,24.59,85.09,5.9,84.25,apple_drought_hardy_30
20.48,124.83,181.81,22.85,86.8,6.37,83.88,apple_drought_hardy_30
16.03,118.88,189.12,23.85,81.89,6.06,81.35,apple_drought_hardy_30
20.06,116.41,177.28,23.42,88.16,6.22,80.87,apple_drought_hardy_30
18.32,122.47,194.07,22.52,85.18,6.26,81.54,apple_drought_hardy_30
14.51,120.25,190.76,23.73,86.22,6.17,79.43,apple_drought_hardy_30
15.99,126.02,185.53,23.34,86.18,6.11,77.42,apple_drought_hardy_30
15.48,113.65,190.91,24.25,85.67,6.3,83.58,apple_drought_hardy_30
19.21,125.51,205.0,24.0,86.75,5.95,83.77,apple_drought_hardy_30
18.02,111.0,186.59,23.98,86.61,6.23,87.64,apple_drought_hardy_30
17.33,118.28,184.28,23.08,87.15,6.0,79.95,apple_drought_hardy_30
18.16,122.81,195.26,23.39,83.31,6.1,83.08,apple_drought_hardy_30
103.3,72.18,48.61,27.16,86.14,5.91,129.07,banana_moist_tolerant_30
103.86,77.43,51.52,27.14,86.25,5.61,124.74,banana_moist_tolerant_30
101.32,69.81,48.18,28.34,89.86,5.49,134.31,banana_moist_tolerant_30
104.88,75.44,49.99,28.93,87.56,5.71,116.05,banana_moist_tolerant_30
111.87,73.94,50.69,29.03,84.79,5.92,128.85,banana_moist_tolerant_30
102.37,74.02,49.97,27.62,85.8,5.46,127.07,banana_moist_tolerant_30
106.75,74.37,51.32,27.53,90.54,5.8,127.48,banana_moist_tolerant_30
101.51,72.65,51.54,26.85,83.97,5.72,121.49,banana_moist_tolerant_30
96.97,75.19,49.43,27.26,92.38,5.71,128.15,banana_moist_tolerant_30
103.81,74.39,49.33,28.09,87.91,5.81,126.84,banana_moist_tolerant_30
114.64,73.78,53.93,27.99,83.44,5.41,123.97,banana_moist_tolerant_30
100.36,77.78,50.12,27.67,84.11,5.99,126.83,banana_moist_tolerant_30
99.57,68.43,51.48,26.53,88.98,5.57,118.91,banana_moist_tolerant_30
100.05,75.51,47.24,28.8,88.73,5.83,140.12,banana_moist_tolerant_30
114.08,74.17,55.28,27.6,87.93,5.89,111.23,banana_moist_tolerant_30
110.41,75.2,51.88,27.38,87.11,6.04,128.14,banana_moist_tolerant_30
107.94,75.56,45.59,27.95,86.54,5.75,128.05,banana_moist_tolerant_30
111.71,75.77,48.16,26.7,84.78,5.46,125.97,banana_moist_tolerant_30
109.37,71.94,48.9,26.62,87.82,5.43,127.67,banana_moist_tolerant_30
104.06,70.96,55.06,26.92,91.03,6.01,132.18,banana_moist_tolerant_30
102.27,75.08,57.13,26.39,86.73,5.64,122.42,banana_moist_tolerant_30
110.01,78.77,52.07,27.31,87.5,5.68,119.75,banana_moist_tolerant_30
105.21,72.6,53.5,25.55,89.48,5.53,126.15,banana_moist_tolerant_30
99.83,69.64,53.89,26.83,85.46,5.68,114.88,banana_moist_tolerant_30
107.37,76.25,47.93,25.61,87.88,6.1,124.39,banana_moist_tolerant_30
17.02,15.51,36.63,18.86,95.24,6.28,113.51,pomegranate_hill_variety_30
17.97,18.64,35.86,17.66,95.94,6.03,126.09,pomegranate_hill_variety_30
19.77,24.2,37.62,20.19,97.21,6.36,127.14,pomegranate_hill_variety_30
18.28,21.17,35.87,18.44,94.08,6.18,126.94,pomegranate_hill_variety_30
18.35,21.49,39.84,19.37,100.0,6.45,121.9,pomegranate_hill_variety_30
16.74,20.22,41.0,18.94,95.48,6.12,120.89,pomegranate_hill_variety_30
16.91,20.88,38.97,19.53,95.34,5.95,119.28,pomegranate_hill_variety_30
16.95,18.97,36.85,19.52,95.32,6.42,114.59,pomegranate_hill_variety_30
17.64,18.27,38.42,19.16,95.36,6.17,124.56,pomegranate_hill_variety_30
17.17,21.72,36.39,19.54,95.34,6.22,117.29,pomegranate_hill_variety_30
18.31,17.85,38.91,19.34,97.17,6.27,112.04,pomegranate_hill_variety_30
18.76,20.23,39.01,18.22,87.13,6.02,128.44,pomegranate_hill_variety_30
19.75,22.16,39.13,20.29,93.52,6.16,119.01,pomegranate_hill_variety_30
18.24,20.94,36.96,20.54,89.56,6.11,123.21,pomegranate_hill_variety_30
18.32,19.11,38.98,18.62,98.07,6.14,121.32,pomegranate_hill_variety_30
19.57,21.41,38.58,18.08,90.23,6.47,127.55,pomegranate_hill_variety_30
18.91,19.82,38.15,20.32,91.98,6.06,114.84,pomegranate_hill_variety_30
17.29,19.29,37.82,18.46,92.33,6.05,125.75,pomegranate_hill_variety_30
16.27,20.6,35.63,20.36,90.79,6.5,121.79,pomegranate_hill_variety_30
17.11,18.17,38.44,20.25,93.35,6.02,124.24,pomegranate_hill_variety_30
16.59,17.33,37.12,19.19,88.29,6.23,120.05,pomegranate_hill_variety_30
18.01,19.14,35.24,19.18,98.53,6.36,120.21,pomegranate_hill_variety_30
18.56,18.51,36.32,18.53,95.41,6.36,126.51,pomegranate_hill_variety_30
17.22,17.31,38.46,19.37,92.06,5.94,118.37,pomegranate_hill_variety_30
17.28,19.54,36.74,19.71,95.83,6.08,119.45,pomegranate_hill_variety_30
25.78,132.14,205.0,25.54,78.79,6.1,55.74,grapes_plains_variety_30
23.97,133.06,200.38,27.16,74.59,6.3,58.44,grapes_plains_variety_30
25.74,117.25,203.88,24.95,76.79,6.35,59.17,grapes_plains_variety_30
25.83,127.48,205.0,24.47,77.92,6.68,56.98,grapes_plains_variety_30
27.17,132.07,193.67,24.77,81.15,6.56,59.87,grapes_plains_variety_30
25.35,135.73,205.0,26.26,76.65,6.33,63.78,grapes_plains_variety_30
23.31,139.4,205.0,25.38,78.83,5.81,60.31,grapes_plains_variety_30
26.19,131.5,205.0,26.67,84.85,6.39,62.88,grapes_plains_variety_30
25.43,140.01,183.16,25.91,79.52,6.48,61.31,grapes_plains_variety_30
24.36,133.85,194.56,24.85,82.78,6.13,63.84,grapes_plains_variety_30
26.63,132.95,193.89,26.08,76.14,5.76,59.39,grapes_plains_variety_30
26.68,135.74,205.0,26.35,74.18,6.14,57.87,grapes_plains_variety_30
27.06,140.36,191.21,26.55,75.16,6.28,61.5,grapes_plains_variety_30
26.71,133.81,189.39,24.27,81.54,6.15,55.62,grapes_plains_variety_30
27.24,137.86,187.9,25.61,78.42,6.02,61.03,grapes_plains_variety_30
26.64,140.44,196.32,24.5,78.2,6.09,54.02,grapes_plains_variety_30
29.17,139.08,204.09,25.15,83.06,6.36,57.36,grapes_plains_variety_30
28.35,130.87,205.0,25.2,81.55,6.2,60.42,grapes_plains_variety_30
26.5,132.15,196.24,25.61,80.08,6.4,56.36,grapes_plains_variety_30
23.55,139.34,192.48,25.77,81.81,6.32,58.52,grapes_plains_variety_30
28.95,134.48,205.0,24.91,78.61,6.06,56.26,grapes_plains_variety_30
25.74,130.12,205.0,26.36,79.8,6.27,61.32,grapes_plains_variety_30
27.08,135.69,182.46,26.46,76.1,6.4,62.38,grapes_plains_variety_30
26.85,140.66,194.88,25.54,77.16,6.13,59.55,grapes_plains_variety_30
25.97,141.58,202.22,26.77,78.34,6.24,65.03,grapes_plains_variety_30
19.12,16.72,13.85,22.72,95.98,6.92,118.04,orange_sweet_variety_30
17.47,15.71,14.18,23.82,89.19,6.81,111.17,orange_sweet_variety_30
17.33,17.45,13.37,22.82,91.75,6.95,119.49,orange_sweet_variety_30
19.25,16.88,12.28,24.64,87.5,6.9,124.58,orange_sweet_variety_30
19.96,15.05,13.68,23.37,95.91,7.3,116.8,orange_sweet_variety_30
23.22,13.91,11.28,23.0,89.85,7.64,114.25,orange_sweet_variety_30
17.87,15.81,14.78,22.94,98.35,6.83,114.94,orange_sweet_variety_30
18.52,18.9,11.78,22.99,93.36,6.94,112.41,orange_sweet_variety_30
20.19,17.45,15.52,23.04,96.35,7.05,113.09,orange_sweet_variety_30
19.62,18.84,12.43,23.85,87.29,6.87,113.66,orange_sweet_variety_30
18.57,16.56,13.54,22.87,85.24,7.19,121.8,orange_sweet_variety_30
19.41,16.56,12.99,22.6,91.03,6.8,108.26,orange_sweet_variety_30
17.77,12.57,10.1,24.13,92.2,7.2,110.66,orange_sweet_variety_30
18.8,13.74,13.6,24.36,93.81,7.1,111.67,orange_sweet_variety_30
17.81,17.31,11.65,22.65,96.34,7.23,114.46,orange_sweet_variety_30
21.04,16.9,12.62,23.04,91.23,7.08,112.75,orange_sweet_variety_30
20.58,13.21,12.87,24.27,90.91,7.23,105.91,orange_sweet_variety_30
19.39,16.81,11.25,23.64,91.46,7.19,111.98,orange_sweet_variety_30
19.5,18.12,11.89,24.55,93.1,7.04,111.19,orange_sweet_variety_30
19.81,17.09,14.68,23.83,88.66,7.19,111.62,orange_sweet_variety_30
18.79,15.82,10.82,23.66,87.13,7.36,115.41,orange_sweet_variety_30
16.94,12.88,13.69,22.98,92.99,6.72,117.0,orange_sweet_variety_30
18.96,17.22,12.23,22.49,88.35,6.67,107.9,orange_sweet_variety_30
20.2,15.28,14.3,22.31,95.24,7.34,120.27,orange_sweet_variety_30
20.9,17.38,13.86,23.25,85.99,7.26,104.97,orange_sweet_variety_30
49.99,60.01,50.62,35.3,88.24,6.57,147.0,papaya_grade_a_30
51.26,60.56,52.55,33.46,94.34,6.43,144.24,papaya_grade_a_30
53.66,64.81,54.08,35.2,100.0,6.42,142.07,papaya_grade_a_30
47.35,64.18,55.28,33.91,92.9,6.95,139.18,papaya_grade_a_30
57.57,57.63,52.8,33.27,94.81,6.65,143.68,papaya_grade_a_30
47.18,63.4,54.68,32.71,91.3,6.72,140.89,papaya_grade_a_30
55.85,56.94,54.96,33.33,91.63,6.91,149.52,papaya_grade_a_30
50.76,65.78,51.43,33.7,97.24,6.84,143.73,papaya_grade_a_30
52.08,58.3,50.68,32.55,94.65,6.76,135.83,papaya_grade_a_30
46.08,63.65,56.61,34.33,95.86,6.98,151.14,papaya_grade_a_30
53.76,63.17,54.05,32.83,92.23,6.47,142.34,papaya_grade_a_30
51.43,60.28,53.65,32.21,94.14,6.66,155.07,papaya_grade_a_30
54.87,60.04,50.77,32.35,92.67,6.91,141.59,papaya_grade_a_30
48.23,60.51,46.83,33.2,94.59,7.09,138.56,papaya_grade_a_30
55.54,62.71,53.44,34.24,92.57,7.12,141.42,papaya_grade_a_30
47.38,63.8,53.45,35.34,97.84,6.49,142.55,papaya_grade_a_30
52.49,67.99,53.98,33.44,92.22,6.74,141.66,papaya_grade_a_30
48.05,66.54,52.19,34.02,94.07,6.82,139.51,papaya_grade_a_30
56.91,62.99,50.72,33.61,87.87,6.69,140.52,papaya_grade_a_30
54.3,62.03,52.89,31.53,96.2,6.86,152.58,papaya_grade_a_30
55.97,59.57,55.47,34.06,89.61,7.18,141.69,papaya_grade_a_30
51.15,63.21,53.62,33.66,91.08,6.55,155.42,papaya_grade_a_30
51.02,65.43,48.68,32.09,89.43,6.48,149.11,papaya_grade_a_30
51.73,64.75,51.71,35.39,88.91,6.85,142.77,papaya_grade_a_30
51.48,62.09,50.49,34.29,95.59,6.63,146.9,papaya_grade_a_30
46.02,30.47,40.13,26.49,68.17,6.19,136.9,guava_export_quality_30
49.79,31.22,41.7,26.36,73.69,6.51,122.15,guava_export_quality_30
50.41,35.66,36.29,26.93,72.27,6.59,112.22,guava_export_quality_30
48.68,31.26,38.76,24.57,71.18,6.63,122.58,guava_export_quality_30
46.08,32.87,42.54,25.88,72.19,6.51,126.04,guava_export_quality_30
48.68,30.8,39.86,25.57,69.4,6.39,119.3,guava_export_quality_30
45.63,31.65,40.82,26.66,73.88,6.72,113.52,guava_export_quality_30
44.0,29.52,41.99,24.63,72.35,6.47,111.85,guava_export_quality_30
47.89,32.06,39.7,25.54,71.35,6.35,120.12,guava_export_quality_30
43.42,31.56,39.97,25.82,70.93,6.39,115.69,guava_export_quality_30
46.29,34.31,40.51,26.34,71.82,6.48,119.57,guava_export_quality_30
48.14,30.78,41.56,26.08,72.7,6.48,118.77,guava_export_quality_30
50.97,31.45,37.89,25.72,67.92,6.43,127.66,guava_export_quality_30
45.76,33.59,41.87,25.5,69.98,6.61,124.62,guava_export_quality_30
44.88,32.09,41.2,25.67,70.95,6.53,117.86,guava_export_quality_30
49.14,31.88,41.47,26.35,70.87,6.72,118.58,guava_export_quality_30
47.79,31.86,39.72,25.08,70.13,6.56,125.07,guava_export_quality_30
47.45,30.55,41.14,25.56,73.33,6.47,121.16,guava_export_quality_30
43.76,31.44,43.22,25.56,70.18,6.44,122.11,guava_export_quality_30
49.84,32.27,42.65,24.08,69.36,6.46,126.28,guava_export_quality_30
42.28,30.27,43.78,24.18,70.66,6.33,116.86,guava_export_quality_30
47.73,30.43,39.39,24.55,74.9,6.5,125.17,guava_export_quality_30
50.17,34.09,42.66,25.57,71.69,6.64,118.68,guava_export_quality_30
47.54,32.95,39.96,26.15,70.63,6.7,109.76,guava_export_quality_30
46.69,32.63,36.57,25.25,70.95,6.58,114.95,guava_export_quality_30
34.5,48.82,64.28,13.53,75.48,6.22,77.92,strawberry_early_season_31
38.6,43.23,61.32,15.3,72.97,6.24,70.44,strawberry_early_season_31
35.95,50.62,65.03,15.28,74.89,5.98,79.72,strawberry_early_season_31
35.62,40.83,65.56,16.15,72.21,6.06,80.98,strawberry_early_season_31
38.88,45.55,69.92,15.8,77.72,5.8,84.99,strawberry_early_season_31
34.77,47.05,68.32,14.34,76.87,5.88,75.21,strawberry_early_season_31
35.46,48.1,62.28,14.9,74.4,6.47,77.78,strawberry_early_season_31
36.23,42.47,68.92,14.56,72.07,5.84,79.54,strawberry_early_season_31
36.08,41.23,57.01,13.93,74.29,6.3,77.95,strawberry_early_season_31
36.78,48.73,66.88,14.89,71.07,6.35,75.78,strawberry_early_season_31
37.16,46.29,63.26,16.6,74.65,6.02,73.53,strawberry_early_season_31
34.67,41.38,60.92,15.77,69.03,5.91,78.35,strawberry_early_season_31
32.79,44.57,61.65,15.76,71.36,5.67,81.96,strawberry_early_season_31
36.89,44.05,70.32,14.45,74.56,6.04,78.14,strawberry_early_season_31
32.82,48.33,67.0,13.85,76.83,5.94,77.93,strawberry_early_season_31
36.76,44.91,66.75,15.87,74.56,5.91,79.33,strawberry_early_season_31
37.5,45.32,68.69,16.22,73.04,5.84,80.48,strawberry_early_season_31
38.21,45.15,64.75,15.55,71.62,6.0,79.15,strawberry_early_season_31
35.94,49.56,70.03,16.02,72.62,6.03,74.25,strawberry_early_season_31
39.8,47.81,64.79,15.15,69.84,5.93,79.56,strawberry_early_season_31
33.66,47.32,55.2,15.46,72.87,6.17,76.16,strawberry_early_season_31
38.81,46.2,70.78,14.84,78.62,5.93,75.87,strawberry_early_season_31
34.79,46.18,55.85,15.72,74.03,5.91,74.75,strawberry_early_season_31
36.24,43.66,64.64,15.27,74.67,5.71,77.85,strawberry_early_season_31
36.46,47.73,67.98,15.9,69.63,5.89,76.44,strawberry_early_season_31
54.62,25.32,73.45,29.05,79.05,5.05,173.19,pineapple_late_season_31
52.67,26.68,73.75,27.64,82.8,5.1,173.72,pineapple_late_season_31
57.91,24.02,75.5,28.08,82.32,5.09,173.12,pineapple_late_season_31
54.35,24.65,72.93,27.58,85.1,4.79,165.11,pineapple_late_season_31
53.42,27.65,73.04,28.66,83.15,4.62,165.86,pineapple_late_season_31
50.75,25.4,67.86,27.66,79.96,5.09,176.71,pineapple_late_season_31
60.1,24.24,71.12,29.17,79.06,4.77,169.37,pineapple_late_season_31
51.12,25.7,70.66,26.15,81.74,5.2,176.31,pineapple_late_season_31
56.23,25.66,62.47,28.27,79.62,5.11,168.06,pineapple_late_season_31
57.27,27.45,72.04,28.38,82.11,4.58,191.91,pineapple_late_season_31
54.36,27.07,64.73,25.66,80.09,5.04,170.33,pineapple_late_season_31
56.59,25.75,73.33,26.39,84.89,5.14,180.48,pineapple_late_season_31
56.81,27.93,69.41,28.85,83.19,5.43,188.63,pineapple_late_season_31
57.76,27.36,69.47,28.19,84.19,5.05,179.9,pineapple_late_season_31
57.11,25.98,69.0,28.41,81.35,4.81,169.82,pineapple_late_season_31
54.56,24.17,68.62,29.15,82.24,4.79,171.58,pineapple_late_season_31
54.32,28.13,69.97,27.47,84.0,5.04,149.46,pineapple_late_season_31
61.11,27.34,74.06,29.15,82.65,4.95,156.12,pineapple_late_season_31
58.46,23.63,66.94,30.19,83.49,5.1,172.13,pineapple_late_season_31
53.5,24.55,70.81,28.81,80.08,5.18,168.24,pineapple_late_season_31
56.35,23.44,78.25,28.12,83.86,5.25,164.55,pineapple_late_season_31
56.53,23.83,68.4,27.71,80.32,5.26,172.49,pineapple_late_season_31
55.38,27.35,70.72,27.93,86.87,5.02,168.19,pineapple_late_season_31
60.3,25.58,73.75,27.9,82.23,5.27,165.56,pineapple_late_season_31
55.15,24.45,78.51,27.78,84.46,4.84,179.17,pineapple_late_season_31
35.78,46.58,64.15,20.68,64.93,5.88,104.41,peach_hybrid_31
39.58,46.28,68.22,20.01,66.39,5.81,100.89,peach_hybrid_31
38.7,47.26,65.74,19.63,67.54,6.37,97.37,peach_hybrid_31
40.86,45.13,61.89,18.88,66.29,6.41,104.85,peach_hybrid_31
37.34,44.44,65.56,19.99,69.24,6.24,98.53,peach_hybrid_31
35.67,42.32,65.04,19.53,66.37,6.39,101.12,peach_hybrid_31
37.03,46.88,62.41,20.84,63.38,6.54,90.69,peach_hybrid_31
38.17,39.21,67.62,20.81,63.35,6.11,97.68,peach_hybrid_31
40.13,46.49,59.64,19.85,65.8,6.05,96.85,peach_hybrid_31
39.79,48.16,64.85,20.02,64.17,6.35,99.78,peach_hybrid_31
37.83,45.77,62.29,19.75,63.31,6.48,98.03,peach_hybrid_31
38.1,46.96,58.55,19.62,65.69,6.07,97.26,peach_hybrid_31
39.58,45.12,64.04,19.19,68.14,6.49,99.26,peach_hybrid_31
